lane,Run accession,popPUNK_cluster,ST,CC131_clades,Duplicate,year,Lab,Hospital name,Regional health authority,Clermont_Phylotype,FimH,folP,gyrA,parC,gyrA_parC,parE,pmrB,blaTEM1,strB,sul2,strA,sul1,dfrA,tetA,tetB,aadA,mphA,dfrA1,aac3_Iia,catA1,dfrA5,CTX-M-type,CTX-M,dfrA14,blaOXA,aph3,catB3,acc,blaSHV,dfrA12,sul3,cmlA1,dfrA8,C_mefB,QnrS1,floR,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR
30821_1#233,ERR4036884,2,95,,,2010,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,S,S,,S,,S
30821_1#235,ERR4036886,5,80,,,2004,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S
30821_1#236,ERR4036887,1,73,,,2005,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#237,ERR4036888,1,73,,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30821_1#238,ERR4036889,7,12,,,2004,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH106,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,S,S,S,,S,S,-         ,S,S,,S,,,,S
30821_1#24,ERR4036675,7,12,,,2006,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,,S,,,,S
30821_1#241,ERR4036892,4,131,B,,2005,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH22,,,,,parE.I529L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#242,ERR4036893,2,95,,,2008,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,,S,S,,S,,S
30821_1#243,ERR4036894,3,69,,,2007,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,S,S,S,-         ,S,S,,S,,,,R
30821_1#244,ERR4036895,7,12,,,2007,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH116,,,,,,,,,sul2,strA_4,sul1,,tetA_4,,,,dfrA1,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,,S,,,,R
30821_1#246,ERR4036897,1,73,,,2006,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH10,,,,,,,,,,,sul1,,,tetB_4,,,dfrA1,,catA1,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,S,S,,,,R
30821_1#247,ERR4036898,16,393,,,2008,Ålesund,Ålesund sykehus,Helse Midt-Norge,D,fimH54,,"gyrA.D87N, gyrA.S83L","parC.S57T, parC.S80I",gyrA and parC,parE.L416F,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,S,,R,S,,S,,R
30821_1#249,ERR4036900,9,998,,,2007,Bodø,Nordlandssykehuset,Helse Nord,B2,novel fimH14-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30821_1#250,ERR4036901,9,141,,,2010,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30821_1#251,ERR4036902,16,393,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,D,fimH54,,"gyrA.D87N, gyrA.S83L","parC.E84V, parC.S57T, parC.S80R",gyrA and parC,,,,strB_1,,strA_1,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,R,NS,-         ,I,S,,S,,S,,S
30821_1#252,ERR4036903,4,131,C1,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,CTX-M-27,CTX-M,,,,,,,,,,,,,,R,,R,R,R,R,NS,+         ,I,S,,S,,S,,R
30821_1#254,ERR4036905,11,10,,,2008,Bodø,Nordlandssykehuset,Helse Nord,A,not detected,,"gyrA.D87N, gyrA.S83L","parC.E84G, parC.S80I",gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,,dfrA17,,tetB_4,,,,,catA1,,,,,,aph3,,,,,,,,,,,R,,S,S,S,R,NS,-         ,S,,R,S,,S,,R
30821_1#255,ERR4036906,4,6086,C1,,2011,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,novel fimH30-like,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,R,NS,-         ,S,S,,S,,S,,S
30821_1#256,ERR4036907,4,131,A,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,I,NS,-,S,S,,S,,S,,S
30821_1#257,ERR4036908,1,73,,,2009,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S
30821_1#258,ERR4036909,2,95,,,2012,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30821_1#259,ERR4036910,10,357,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30821_1#26,ERR4036677,1,73,,,2006,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30821_1#260,ERR4036911,2,95,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30821_1#261,ERR4036912,5,80,,,2002,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#262,ERR4036913,2,95,,,2010,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,,S
30821_1#263,ERR4036914,1,73,,,2014,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#264,ERR4036915,8,127,,,2003,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH2,,,,,,,,strB_1,sul2,strA_1,,,,tetB_3,,,,,,,,,,,,,,,,,,,,,,R,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#265,ERR4036916,1,73,,,2010,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,,S
30821_1#266,ERR4036917,10,357,,,2015,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH21,,,,,,,blaTEM33,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,R,,S,,S
30821_1#267,ERR4036918,10,676,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30821_1#268,ERR4036919,3,69,,,2003,Bodø,Nordlandssykehuset,Helse Nord,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#269,ERR4036920,23,978,,,2011,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30821_1#27,ERR4036678,6,162,,,2015,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B1,fimH32,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R
30821_1#270,ERR4036921,2,95,,,2016,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#271,ERR4036922,4,131,A,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,-         ,S,S,,S,,S,,R
30821_1#272,ERR4036923,2,95,,,2004,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S
30821_1#273,ERR4036924,9,998,,,2011,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH76,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,,,,,,,,,,,,,,,,,dfrA8,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30821_1#274,ERR4036925,4,131,B,,2017,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH30,,,,,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,,S,S,,S,,S,,R
30821_1#275,ERR4036926,13,59,,,2004,Ålesund,Ålesund sykehus,Helse Midt-Norge,F,fimH41,,,,,parE.I355T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-         ,S,S,,S,,,,S
30821_1#277,ERR4036928,1,73,,,2012,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,R,S,S,,I,S,,S,,S,,S
30821_1#278,ERR4036929,1,73,,,2008,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH10,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,,S,S,,S,,S
30821_1#279,ERR4036930,18,405,,,2005,Ålesund,Ålesund sykehus,Helse Midt-Norge,D,fimH27,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,-         ,S,S,,S,,,,S
30821_1#28,ERR4036679,1,73,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH9,,,parC.S57T,parC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30821_1#280,ERR4036931,4,131,A,,2013,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,I,NS,-         ,S,S,,S,,S,,R
30821_1#281,ERR4036932,9,141,,,2010,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30821_1#282,ERR4036933,16,393,,,2006,Ålesund,Ålesund sykehus,Helse Midt-Norge,D,fimH54,,"gyrA.D87N, gyrA.S83L","parC.S57T, parC.S80I",gyrA and parC,parE.L416F,,,,,,sul1,dfrA17,,tetB_4,,mphA,,,,,,,,,,,,,,,,,,,,R,S,S,S,R,R,NS,,S,S,,S,,,,R
30821_1#283,ERR4036934,3,69,,,2006,Bodø,Nordlandssykehuset,Helse Nord,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,S,S,,,,S
30821_1#284,ERR4036935,1,73,,,2007,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30821_1#285,ERR4036936,11,10292,,,2013,Bodø,Nordlandssykehuset,Helse Nord,A,fimH54,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.S458A,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,S,R,NS,-         ,S,S,,S,,S,,R
30821_1#286,ERR4036937,25,648,,,2011,Ålesund,Ålesund sykehus,Helse Midt-Norge,F,not detected,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.S458A,,blaTEM1,,,,,,,,,,,aac3,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,-         ,I,S,,S,,S,,S
30821_1#287,ERR4036938,2,95,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30821_1#288,ERR4036939,8,127,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30821_1#289,ERR4036940,8,127,,,2008,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH2,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30821_1#29,ERR4036680,11,10,,,2007,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,A,fimH54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#290,ERR4036941,6,5614,,,2014,Bodø,Nordlandssykehuset,Helse Nord,B1,fimH87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#291,ERR4036942,2,2619,,,2012,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30821_1#292,ERR4036943,11,10,,,2009,Bodø,Nordlandssykehuset,Helse Nord,A,fimH215,,,,,,,,,,,,,,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S
30821_1#293,ERR4036944,1,73,,,2015,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#294,ERR4036945,12,88,,,2014,Ålesund,Ålesund sykehus,Helse Midt-Norge,C,novel fimH43-like,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R
30821_1#295,ERR4036946,46,1333,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30821_1#296,ERR4036947,2,95,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30821_1#297,ERR4036948,11,10404,,,2010,Bodø,Nordlandssykehuset,Helse Nord,A,fimH24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,,S
30821_1#298,ERR4036949,7,12,,,2016,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH106,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,,,,catA1,,,,dfrA14,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30821_1#299,ERR4036950,2,421,,,2015,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#3,ERR4036654,8,127,,,2008,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30821_1#30,ERR4036681,1,73,,,2007,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH30,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30821_1#300,ERR4036951,7,12,,,2003,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH106,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#301,ERR4036952,10,91,,,2011,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30821_1#302,ERR4036953,8,127,,,2016,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#303,ERR4036954,1,73,,,2002,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,S,R,S,S,-         ,S,S,,S,,,,S
30821_1#304,ERR4036955,6,683,,,2004,Ålesund,Ålesund sykehus,Helse Midt-Norge,B1,fimH121,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,,tetA_4,,aadA2,mphA,,,,,,,,,aph3,,,,dfrA12,,,,,,,R,,S,S,,S,S,-         ,S,S,,S,,,,R
30821_1#305,ERR4036956,15,372,,,2004,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH9,,,,,,,blaTEM1,strB_1,sul2,strA_4,,dfrA17,,tetB_4,,,,,catA1,,,,,,,,,,,,,,,,,R,S,S,S,,S,S,-         ,S,S,,S,,,,R
30821_1#306,ERR4036957,1,73,,,2011,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30821_1#307,ERR4036958,49,111,,,2017,Ålesund,Ålesund sykehus,Helse Midt-Norge,B1,fimH38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,,S,S,,S,,S,,S
30821_1#308,ERR4036959,9,141,,,2005,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#309,ERR4036960,1,73,,,2012,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,I,S,,S,,S,,S
30821_1#31,ERR4036682,32,1161,,,2017,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH154,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,,S,S,-,S,S,,S,,S,,R
30821_1#311,ERR4036962,1,73,,,2005,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30821_1#312,ERR4036963,38,126,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH349,,,,,,,,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30821_1#314,ERR4036965,1,73,,,2013,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH12,,,,,,,,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30821_1#315,ERR4036966,2,95,,,2010,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30821_1#316,ERR4036967,17,144,,,2007,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30821_1#317,ERR4036968,7,12,,,2014,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH5,,,,,,,,strB_1,,strA_1,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#318,ERR4036969,6,5539,,,2011,Ålesund,Ålesund sykehus,Helse Midt-Norge,B1,fimH38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,R
30821_1#319,ERR4036970,29,491,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30821_1#32,ERR4036683,6,388,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B1,fimH26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30821_1#320,ERR4036971,4,131,C1,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,,,,,,,,,,,CTX-M-19,CTX-M,,,,,,,,,,,,,,R,,R,R,R,R,NS,+         ,S,S,,S,,S,,S
30821_1#321,ERR4036972,15,372,,,2008,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH102,,,,,,,,strB_1,,strA_1,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30821_1#322,ERR4036973,6,297,,,2014,Bodø,Nordlandssykehuset,Helse Nord,B1,fimH38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#323,ERR4036974,6,10235,,,2013,Ålesund,Ålesund sykehus,Helse Midt-Norge,B1,fimH31,,gyrA.S83L,,gyrA,,,blaTEM1,strB_3,sul2,strA_4,,,tetA_4,,,,,aac3,,dfrA5,CTX-M-15,CTX-M,,,,,,,,,,,,,,R,,R,R,R,I,NS,+         ,R,S,,I,,I,,R
30821_1#324,ERR4036975,15,372,,,2009,Bodø,Nordlandssykehuset,Helse Nord,B2,novel fimH9-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S
30821_1#325,ERR4036976,12,88,,,2015,Bodø,Nordlandssykehuset,Helse Nord,C,fimH39,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#326,ERR4036977,2,10411,,,2014,Ålesund,Ålesund sykehus,Helse Midt-Norge,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30821_1#327,ERR4036978,11,10,,,2013,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,A,fimH34,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,R
30821_1#328,ERR4036979,2,95,,,2010,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,,S
30821_1#329,ERR4036980,14,38,,,2015,Ålesund,Ålesund sykehus,Helse Midt-Norge,D,fimH5,,,,,,,blaTEM1,strB_1,sul2,strA_1,sul1,,tetA_4,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R
30821_1#33,ERR4036684,2,95,,,2012,Tønsberg,Sykehuset i Vestfold,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S
30821_1#330,ERR4036981,4,131,C1,,2016,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,,S,S,,S,,S,,S
30821_1#331,ERR4036982,3,69,,,2003,Ålesund,Ålesund sykehus,Helse Midt-Norge,D,fimH30,,,,,,,,strB_1,sul2,strA_4,sul1,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,R
